"from","to","n","from_iso","to_iso"
"Palau","Kenya",0,"PLW","KEN"
"Panama","Kenya",0,"PAN","KEN"
"Papua New Guinea","Kenya",0,"PNG","KEN"
"Paraguay","Kenya",0,"PRY","KEN"
"Peru","Kenya",0,"PER","KEN"
"Philippines","Kenya",0,"PHL","KEN"
"Poland","Kenya",0,"POL","KEN"
"Portugal","Kenya",0,"PRT","KEN"
"Puerto Rico","Kenya",0,"PRI","KEN"
"Qatar","Kenya",0,"QAT","KEN"
"Romania","Kenya",0,"ROU","KEN"
"Russian Federation","Kenya",0,"RUS","KEN"
"Rwanda","Kenya",0,"RWA","KEN"
"Samoa","Kenya",0,"WSM","KEN"
"San Marino","Kenya",0,"SMR","KEN"
"São Tomé and Principe","Kenya",0,"STP","KEN"
"Saudi Arabia","Kenya",0,"SAU","KEN"
"Senegal","Kenya",0,"SEN","KEN"
"Serbia","Kenya",0,"SRB","KEN"
"Seychelles","Kenya",0,"SYC","KEN"
"Sierra Leone","Kenya",0,"SLE","KEN"
"Singapore","Kenya",0,"SGP","KEN"
"Slovak Republic","Kenya",0,"SVK","KEN"
"Slovenia","Kenya",0,"SVN","KEN"
"Solomon Islands","Kenya",0,"SLB","KEN"
"Somalia","Kenya",55245.8742979848,"SOM","KEN"
"South Africa","Kenya",0,"ZAF","KEN"
"Spain","Kenya",0,"ESP","KEN"
"Sri Lanka","Kenya",0,"LKA","KEN"
"St. Kitts and Nevis","Kenya",0,"KNA","KEN"
"St. Lucia","Kenya",0,"LCA","KEN"
"St. Vincent and the Grenadines","Kenya",0,"VCT","KEN"
"Sudan","Kenya",73075.8386190948,"SDN","KEN"
"Suriname","Kenya",0,"SUR","KEN"
"Swaziland","Kenya",0,"SWZ","KEN"
"Sweden","Kenya",0,"SWE","KEN"
"Switzerland","Kenya",0,"CHE","KEN"
"Syrian Arab Republic","Kenya",0,"SYR","KEN"
"Tajikistan","Kenya",0,"TJK","KEN"
"Tanzania","Kenya",92526.7087875785,"TZA","KEN"
"Thailand","Kenya",0,"THA","KEN"
"Timor-Leste","Kenya",0,"TLS","KEN"
"Togo","Kenya",0,"TGO","KEN"
"Tonga","Kenya",0,"TON","KEN"
"Trinidad and Tobago","Kenya",0,"TTO","KEN"
"Tunisia","Kenya",0,"TUN","KEN"
"Turkey","Kenya",0,"TUR","KEN"
"Turkmenistan","Kenya",0,"TKM","KEN"
"Turks and Caicos Islands","Kenya",0,"TCA","KEN"
"Tuvalu","Kenya",0,"TUV","KEN"
"Uganda","Kenya",531218.122604889,"UGA","KEN"
"Ukraine","Kenya",0,"UKR","KEN"
"United Arab Emirates","Kenya",0,"ARE","KEN"
"United Kingdom","Kenya",0,"GBR","KEN"
"United States","Kenya",0,"USA","KEN"
"Uruguay","Kenya",0,"URY","KEN"
"Uzbekistan","Kenya",0,"UZB","KEN"
"Vanuatu","Kenya",0,"VUT","KEN"
"Venezuela, RB","Kenya",0,"VEN","KEN"
"Vietnam","Kenya",0,"VNM","KEN"
"Virgin Islands (U.S.)","Kenya",0,"VIR","KEN"
"West Bank and Gaza","Kenya",0,"PSE","KEN"
"Yemen, Rep.","Kenya",0,"YEM","KEN"
"Zambia","Kenya",0,"ZMB","KEN"
"Zimbabwe","Kenya",0,"ZWE","KEN"
"Other South","Kenya",34917.0134621738,NA,"KEN"
"Other North","Kenya",0,NA,"KEN"
"Afghanistan","Kiribati",0,"AFG","KIR"
"Albania","Kiribati",0,"ALB","KIR"
"Algeria","Kiribati",0,"DZA","KIR"
"American Samoa","Kiribati",110.09980806142,"ASM","KIR"
"Andorra","Kiribati",0,"AND","KIR"
"Angola","Kiribati",0,"AGO","KIR"
"Antigua and Barbuda","Kiribati",0,"ATG","KIR"
"Argentina","Kiribati",0,"ARG","KIR"
"Armenia","Kiribati",0,"ARM","KIR"
"Aruba","Kiribati",0,"ABW","KIR"
"Australia","Kiribati",0,"AUS","KIR"
"Austria","Kiribati",0,"AUT","KIR"
"Azerbaijan","Kiribati",0,"AZE","KIR"
"Bahamas, The","Kiribati",0,"BHS","KIR"
"Bahrain","Kiribati",0,"BHR","KIR"
"Bangladesh","Kiribati",0,"BGD","KIR"
"Barbados","Kiribati",0,"BRB","KIR"
"Belarus","Kiribati",0,"BLR","KIR"
"Belgium","Kiribati",0,"BEL","KIR"
"Belize","Kiribati",0,"BLZ","KIR"
"Benin","Kiribati",0,"BEN","KIR"
"Bermuda","Kiribati",0,"BMU","KIR"
"Bhutan","Kiribati",0,"BTN","KIR"
"Bolivia","Kiribati",0,"BOL","KIR"
"Bosnia and Herzegovina","Kiribati",0,"BIH","KIR"
"Botswana","Kiribati",0,"BWA","KIR"
"Brazil","Kiribati",0,"BRA","KIR"
"Brunei Darussalam","Kiribati",0,"BRN","KIR"
"Bulgaria","Kiribati",0,"BGR","KIR"
"Burkina Faso","Kiribati",0,"BFA","KIR"
"Burundi","Kiribati",0,"BDI","KIR"
"Cambodia","Kiribati",0,"KHM","KIR"
"Cameroon","Kiribati",0,"CMR","KIR"
"Canada","Kiribati",0,"CAN","KIR"
"Cape Verde","Kiribati",0,"CPV","KIR"
"Cayman Islands","Kiribati",0,"CYM","KIR"
"Central African Republic","Kiribati",0,"CAF","KIR"
"Chad","Kiribati",0,"TCD","KIR"
"Channel Islands","Kiribati",0,"","KIR"
"Chile","Kiribati",0,"CHL","KIR"
"China","Kiribati",0,"CHN","KIR"
"Colombia","Kiribati",0,"COL","KIR"
"Comoros","Kiribati",0,"COM","KIR"
"Congo, Dem. Rep.","Kiribati",0,"COD","KIR"
"Congo, Rep.","Kiribati",0,"COG","KIR"
"Costa Rica","Kiribati",0,"CRI","KIR"
"Côte d'Ivoire","Kiribati",0,"CIV","KIR"
"Croatia","Kiribati",0,"HRV","KIR"
"Cuba","Kiribati",0,"CUB","KIR"
"Cyprus","Kiribati",0,"CYP","KIR"
"Czech Republic","Kiribati",0,"CZE","KIR"
"Denmark","Kiribati",0,"DNK","KIR"
"Djibouti","Kiribati",0,"DJI","KIR"
"Dominica","Kiribati",0,"DMA","KIR"
"Dominican Republic","Kiribati",0,"DOM","KIR"
"Ecuador","Kiribati",0,"ECU","KIR"
"Egypt, Arab Rep.","Kiribati",0,"EGY","KIR"
"El Salvador","Kiribati",0,"SLV","KIR"
"Equatorial Guinea","Kiribati",0,"GNQ","KIR"
"Eritrea","Kiribati",0,"ERI","KIR"
"Estonia","Kiribati",0,"EST","KIR"
"Ethiopia","Kiribati",0,"ETH","KIR"
"Faeroe Islands","Kiribati",0,"FRO","KIR"
"Fiji","Kiribati",0,"FJI","KIR"
"Finland","Kiribati",0,"FIN","KIR"
"France","Kiribati",0,"FRA","KIR"
"French Polynesia","Kiribati",474.568138195777,"PYF","KIR"
"Gabon","Kiribati",0,"GAB","KIR"
"Gambia, The","Kiribati",0,"GMB","KIR"
"Georgia","Kiribati",0,"GEO","KIR"
"Germany","Kiribati",0,"DEU","KIR"
"Ghana","Kiribati",0,"GHA","KIR"
"Gibraltar","Kiribati",0,"GIB","KIR"
"Greece","Kiribati",0,"GRC","KIR"
"Greenland","Kiribati",0,"GRL","KIR"
"Grenada","Kiribati",0,"GRD","KIR"
"Guam","Kiribati",0,"GUM","KIR"
"Guatemala","Kiribati",0,"GTM","KIR"
"Guinea","Kiribati",0,"GIN","KIR"
"Guinea-Bissau","Kiribati",0,"GNB","KIR"
"Guyana","Kiribati",0,"GUY","KIR"
"Haiti","Kiribati",0,"HTI","KIR"
"Honduras","Kiribati",0,"HND","KIR"
"Hong Kong, China","Kiribati",0,"HKG","KIR"
"Hungary","Kiribati",0,"HUN","KIR"
"Iceland","Kiribati",0,"ISL","KIR"
"India","Kiribati",0,"IND","KIR"
"Indonesia","Kiribati",0,"IDN","KIR"
"Iran, Islamic Rep.","Kiribati",0,"IRN","KIR"
"Iraq","Kiribati",0,"IRQ","KIR"
"Ireland","Kiribati",0,"IRL","KIR"
"Isle of Man","Kiribati",0,"IMN","KIR"
"Israel","Kiribati",0,"ISR","KIR"
"Italy","Kiribati",0,"ITA","KIR"
"Jamaica","Kiribati",0,"JAM","KIR"
"Japan","Kiribati",0,"JPN","KIR"
"Jordan","Kiribati",0,"JOR","KIR"
"Kazakhstan","Kiribati",0,"KAZ","KIR"
"Kenya","Kiribati",0,"KEN","KIR"
"Kiribati","Kiribati",0,"KIR","KIR"
"Korea, Dem. Rep.","Kiribati",0,"PRK","KIR"
"Korea, Rep.","Kiribati",0,"KOR","KIR"
"Kosovo","Kiribati",0,"KOS","KIR"
"Kuwait","Kiribati",0,"KWT","KIR"
"Kyrgyz Republic","Kiribati",0,"KGZ","KIR"
"Lao PDR","Kiribati",0,"LAO","KIR"
"Latvia","Kiribati",0,"LVA","KIR"
"Lebanon","Kiribati",0,"LBN","KIR"
"Lesotho","Kiribati",0,"LSO","KIR"
"Liberia","Kiribati",0,"LBR","KIR"
"Libya","Kiribati",0,"LBY","KIR"
"Liechtenstein","Kiribati",0,"LIE","KIR"
"Lithuania","Kiribati",0,"LTU","KIR"
"Luxembourg","Kiribati",0,"LUX","KIR"
"Macao, China","Kiribati",0,"MAC","KIR"
"Macedonia, FYR","Kiribati",0,"MKD","KIR"
"Madagascar","Kiribati",0,"MDG","KIR"
"Malawi","Kiribati",0,"MWI","KIR"
"Malaysia","Kiribati",0,"MYS","KIR"
"Maldives","Kiribati",0,"MDV","KIR"
"Mali","Kiribati",0,"MLI","KIR"
"Malta","Kiribati",0,"MLT","KIR"
"Marshall Islands","Kiribati",0,"MHL","KIR"
"Mauritania","Kiribati",0,"MRT","KIR"
"Mauritius","Kiribati",0,"MUS","KIR"
"Mayotte","Kiribati",0,"MYT","KIR"
"Mexico","Kiribati",0,"MEX","KIR"
"Micronesia, Fed. Sts.","Kiribati",0,"FSM","KIR"
"Moldova","Kiribati",0,"MDA","KIR"
"Monaco","Kiribati",0,"MCO","KIR"
"Mongolia","Kiribati",0,"MNG","KIR"
"Montenegro","Kiribati",0,"MNE","KIR"
"Morocco","Kiribati",0,"MAR","KIR"
"Mozambique","Kiribati",0,"MOZ","KIR"
"Myanmar","Kiribati",0,"MMR","KIR"
"Namibia","Kiribati",0,"NAM","KIR"
"Nepal","Kiribati",0,"NPL","KIR"
"Netherlands","Kiribati",0,"NLD","KIR"
"Netherlands Antilles","Kiribati",0,"ANT","KIR"
"New Caledonia","Kiribati",0,"NCL","KIR"
"New Zealand","Kiribati",0,"NZL","KIR"
"Nicaragua","Kiribati",0,"NIC","KIR"
"Niger","Kiribati",0,"NER","KIR"
"Nigeria","Kiribati",0,"NGA","KIR"
"Northern Mariana Islands","Kiribati",0,"MNP","KIR"
"Norway","Kiribati",0,"NOR","KIR"
"Oman","Kiribati",0,"OMN","KIR"
"Pakistan","Kiribati",0,"PAK","KIR"
"Palau","Kiribati",0,"PLW","KIR"
"Panama","Kiribati",0,"PAN","KIR"
"Papua New Guinea","Kiribati",0,"PNG","KIR"
"Paraguay","Kiribati",0,"PRY","KIR"
"Peru","Kiribati",0,"PER","KIR"
"Philippines","Kiribati",0,"PHL","KIR"
"Poland","Kiribati",0,"POL","KIR"
"Portugal","Kiribati",0,"PRT","KIR"
"Puerto Rico","Kiribati",0,"PRI","KIR"
"Qatar","Kiribati",0,"QAT","KIR"
"Romania","Kiribati",0,"ROU","KIR"
"Russian Federation","Kiribati",0,"RUS","KIR"
"Rwanda","Kiribati",0,"RWA","KIR"
"Samoa","Kiribati",341.68905950096,"WSM","KIR"
"San Marino","Kiribati",0,"SMR","KIR"
"São Tomé and Principe","Kiribati",0,"STP","KIR"
"Saudi Arabia","Kiribati",0,"SAU","KIR"
"Senegal","Kiribati",0,"SEN","KIR"
"Serbia","Kiribati",0,"SRB","KIR"
"Seychelles","Kiribati",0,"SYC","KIR"
"Sierra Leone","Kiribati",0,"SLE","KIR"
"Singapore","Kiribati",0,"SGP","KIR"
"Slovak Republic","Kiribati",0,"SVK","KIR"
"Slovenia","Kiribati",0,"SVN","KIR"
"Solomon Islands","Kiribati",0,"SLB","KIR"
"Somalia","Kiribati",0,"SOM","KIR"
"South Africa","Kiribati",0,"ZAF","KIR"
"Spain","Kiribati",0,"ESP","KIR"
"Sri Lanka","Kiribati",0,"LKA","KIR"
"St. Kitts and Nevis","Kiribati",0,"KNA","KIR"
"St. Lucia","Kiribati",0,"LCA","KIR"
"St. Vincent and the Grenadines","Kiribati",0,"VCT","KIR"
"Sudan","Kiribati",0,"SDN","KIR"
"Suriname","Kiribati",0,"SUR","KIR"
"Swaziland","Kiribati",0,"SWZ","KIR"
"Sweden","Kiribati",0,"SWE","KIR"
"Switzerland","Kiribati",0,"CHE","KIR"
"Syrian Arab Republic","Kiribati",0,"SYR","KIR"
"Tajikistan","Kiribati",0,"TJK","KIR"
"Tanzania","Kiribati",0,"TZA","KIR"
"Thailand","Kiribati",0,"THA","KIR"
"Timor-Leste","Kiribati",0,"TLS","KIR"
"Togo","Kiribati",0,"TGO","KIR"
"Tonga","Kiribati",195.52207293666,"TON","KIR"
"Trinidad and Tobago","Kiribati",0,"TTO","KIR"
"Tunisia","Kiribati",0,"TUN","KIR"
"Turkey","Kiribati",0,"TUR","KIR"
"Turkmenistan","Kiribati",0,"TKM","KIR"
"Turks and Caicos Islands","Kiribati",0,"TCA","KIR"
"Tuvalu","Kiribati",0,"TUV","KIR"
"Uganda","Kiribati",0,"UGA","KIR"
"Ukraine","Kiribati",0,"UKR","KIR"
"United Arab Emirates","Kiribati",0,"ARE","KIR"
"United Kingdom","Kiribati",0,"GBR","KIR"
"United States","Kiribati",0,"USA","KIR"
"Uruguay","Kiribati",0,"URY","KIR"
"Uzbekistan","Kiribati",0,"UZB","KIR"
"Vanuatu","Kiribati",0,"VUT","KIR"
"Venezuela, RB","Kiribati",0,"VEN","KIR"
"Vietnam","Kiribati",0,"VNM","KIR"
"Virgin Islands (U.S.)","Kiribati",0,"VIR","KIR"
"West Bank and Gaza","Kiribati",0,"PSE","KIR"
"Yemen, Rep.","Kiribati",0,"YEM","KIR"
"Zambia","Kiribati",0,"ZMB","KIR"
"Zimbabwe","Kiribati",0,"ZWE","KIR"
"Other South","Kiribati",493.971631412973,NA,"KIR"
"Other North","Kiribati",362.149289892209,NA,"KIR"
"Afghanistan","Korea, Dem. Rep.",NA,"AFG","PRK"
"Albania","Korea, Dem. Rep.",NA,"ALB","PRK"
"Algeria","Korea, Dem. Rep.",NA,"DZA","PRK"
"American Samoa","Korea, Dem. Rep.",NA,"ASM","PRK"
"Andorra","Korea, Dem. Rep.",NA,"AND","PRK"
"Angola","Korea, Dem. Rep.",NA,"AGO","PRK"
"Antigua and Barbuda","Korea, Dem. Rep.",NA,"ATG","PRK"
"Argentina","Korea, Dem. Rep.",NA,"ARG","PRK"
"Armenia","Korea, Dem. Rep.",NA,"ARM","PRK"
"Aruba","Korea, Dem. Rep.",NA,"ABW","PRK"
"Australia","Korea, Dem. Rep.",NA,"AUS","PRK"
"Austria","Korea, Dem. Rep.",NA,"AUT","PRK"
"Azerbaijan","Korea, Dem. Rep.",NA,"AZE","PRK"
"Bahamas, The","Korea, Dem. Rep.",NA,"BHS","PRK"
"Bahrain","Korea, Dem. Rep.",NA,"BHR","PRK"
"Bangladesh","Korea, Dem. Rep.",NA,"BGD","PRK"
"Barbados","Korea, Dem. Rep.",NA,"BRB","PRK"
"Belarus","Korea, Dem. Rep.",NA,"BLR","PRK"
"Belgium","Korea, Dem. Rep.",NA,"BEL","PRK"
"Belize","Korea, Dem. Rep.",NA,"BLZ","PRK"
"Benin","Korea, Dem. Rep.",NA,"BEN","PRK"
"Bermuda","Korea, Dem. Rep.",NA,"BMU","PRK"
"Bhutan","Korea, Dem. Rep.",NA,"BTN","PRK"
"Bolivia","Korea, Dem. Rep.",NA,"BOL","PRK"
"Bosnia and Herzegovina","Korea, Dem. Rep.",NA,"BIH","PRK"
"Botswana","Korea, Dem. Rep.",NA,"BWA","PRK"
"Brazil","Korea, Dem. Rep.",NA,"BRA","PRK"
"Brunei Darussalam","Korea, Dem. Rep.",NA,"BRN","PRK"
"Bulgaria","Korea, Dem. Rep.",NA,"BGR","PRK"
"Burkina Faso","Korea, Dem. Rep.",NA,"BFA","PRK"
"Burundi","Korea, Dem. Rep.",NA,"BDI","PRK"
"Cambodia","Korea, Dem. Rep.",NA,"KHM","PRK"
"Cameroon","Korea, Dem. Rep.",NA,"CMR","PRK"
"Canada","Korea, Dem. Rep.",NA,"CAN","PRK"
"Cape Verde","Korea, Dem. Rep.",NA,"CPV","PRK"
"Cayman Islands","Korea, Dem. Rep.",NA,"CYM","PRK"
"Central African Republic","Korea, Dem. Rep.",NA,"CAF","PRK"
"Chad","Korea, Dem. Rep.",NA,"TCD","PRK"
"Channel Islands","Korea, Dem. Rep.",NA,"","PRK"
"Chile","Korea, Dem. Rep.",NA,"CHL","PRK"
"China","Korea, Dem. Rep.",NA,"CHN","PRK"
"Colombia","Korea, Dem. Rep.",NA,"COL","PRK"
"Comoros","Korea, Dem. Rep.",NA,"COM","PRK"
"Congo, Dem. Rep.","Korea, Dem. Rep.",NA,"COD","PRK"
"Congo, Rep.","Korea, Dem. Rep.",NA,"COG","PRK"
"Costa Rica","Korea, Dem. Rep.",NA,"CRI","PRK"
"Côte d'Ivoire","Korea, Dem. Rep.",NA,"CIV","PRK"
"Croatia","Korea, Dem. Rep.",NA,"HRV","PRK"
"Cuba","Korea, Dem. Rep.",NA,"CUB","PRK"
"Cyprus","Korea, Dem. Rep.",NA,"CYP","PRK"
"Czech Republic","Korea, Dem. Rep.",NA,"CZE","PRK"
"Denmark","Korea, Dem. Rep.",NA,"DNK","PRK"
"Djibouti","Korea, Dem. Rep.",NA,"DJI","PRK"
"Dominica","Korea, Dem. Rep.",NA,"DMA","PRK"
"Dominican Republic","Korea, Dem. Rep.",NA,"DOM","PRK"
"Ecuador","Korea, Dem. Rep.",NA,"ECU","PRK"
"Egypt, Arab Rep.","Korea, Dem. Rep.",NA,"EGY","PRK"
"El Salvador","Korea, Dem. Rep.",NA,"SLV","PRK"
"Equatorial Guinea","Korea, Dem. Rep.",NA,"GNQ","PRK"
"Eritrea","Korea, Dem. Rep.",NA,"ERI","PRK"
"Estonia","Korea, Dem. Rep.",NA,"EST","PRK"
"Ethiopia","Korea, Dem. Rep.",NA,"ETH","PRK"
"Faeroe Islands","Korea, Dem. Rep.",NA,"FRO","PRK"
"Fiji","Korea, Dem. Rep.",NA,"FJI","PRK"
"Finland","Korea, Dem. Rep.",NA,"FIN","PRK"
"France","Korea, Dem. Rep.",NA,"FRA","PRK"
"French Polynesia","Korea, Dem. Rep.",NA,"PYF","PRK"
"Gabon","Korea, Dem. Rep.",NA,"GAB","PRK"
"Gambia, The","Korea, Dem. Rep.",NA,"GMB","PRK"
"Georgia","Korea, Dem. Rep.",NA,"GEO","PRK"
"Germany","Korea, Dem. Rep.",NA,"DEU","PRK"
"Ghana","Korea, Dem. Rep.",NA,"GHA","PRK"
"Gibraltar","Korea, Dem. Rep.",NA,"GIB","PRK"
"Greece","Korea, Dem. Rep.",NA,"GRC","PRK"
"Greenland","Korea, Dem. Rep.",NA,"GRL","PRK"
"Grenada","Korea, Dem. Rep.",NA,"GRD","PRK"
"Guam","Korea, Dem. Rep.",NA,"GUM","PRK"
"Guatemala","Korea, Dem. Rep.",NA,"GTM","PRK"
"Guinea","Korea, Dem. Rep.",NA,"GIN","PRK"
"Guinea-Bissau","Korea, Dem. Rep.",NA,"GNB","PRK"
"Guyana","Korea, Dem. Rep.",NA,"GUY","PRK"
"Haiti","Korea, Dem. Rep.",NA,"HTI","PRK"
"Honduras","Korea, Dem. Rep.",NA,"HND","PRK"
"Hong Kong, China","Korea, Dem. Rep.",NA,"HKG","PRK"
"Hungary","Korea, Dem. Rep.",NA,"HUN","PRK"
"Iceland","Korea, Dem. Rep.",NA,"ISL","PRK"
"India","Korea, Dem. Rep.",NA,"IND","PRK"
"Indonesia","Korea, Dem. Rep.",NA,"IDN","PRK"
"Iran, Islamic Rep.","Korea, Dem. Rep.",NA,"IRN","PRK"
"Iraq","Korea, Dem. Rep.",NA,"IRQ","PRK"
"Ireland","Korea, Dem. Rep.",NA,"IRL","PRK"
"Isle of Man","Korea, Dem. Rep.",NA,"IMN","PRK"
"Israel","Korea, Dem. Rep.",NA,"ISR","PRK"
"Italy","Korea, Dem. Rep.",NA,"ITA","PRK"
"Jamaica","Korea, Dem. Rep.",NA,"JAM","PRK"
"Japan","Korea, Dem. Rep.",NA,"JPN","PRK"
"Jordan","Korea, Dem. Rep.",NA,"JOR","PRK"
"Kazakhstan","Korea, Dem. Rep.",NA,"KAZ","PRK"
"Kenya","Korea, Dem. Rep.",NA,"KEN","PRK"
"Kiribati","Korea, Dem. Rep.",NA,"KIR","PRK"
"Korea, Dem. Rep.","Korea, Dem. Rep.",NA,"PRK","PRK"
"Korea, Rep.","Korea, Dem. Rep.",NA,"KOR","PRK"
"Kosovo","Korea, Dem. Rep.",NA,"KOS","PRK"
"Kuwait","Korea, Dem. Rep.",NA,"KWT","PRK"
"Kyrgyz Republic","Korea, Dem. Rep.",NA,"KGZ","PRK"
"Lao PDR","Korea, Dem. Rep.",NA,"LAO","PRK"
"Latvia","Korea, Dem. Rep.",NA,"LVA","PRK"
"Lebanon","Korea, Dem. Rep.",NA,"LBN","PRK"
"Lesotho","Korea, Dem. Rep.",NA,"LSO","PRK"
"Liberia","Korea, Dem. Rep.",NA,"LBR","PRK"
"Libya","Korea, Dem. Rep.",NA,"LBY","PRK"
"Liechtenstein","Korea, Dem. Rep.",NA,"LIE","PRK"
"Lithuania","Korea, Dem. Rep.",NA,"LTU","PRK"
"Luxembourg","Korea, Dem. Rep.",NA,"LUX","PRK"
"Macao, China","Korea, Dem. Rep.",NA,"MAC","PRK"
"Macedonia, FYR","Korea, Dem. Rep.",NA,"MKD","PRK"
"Madagascar","Korea, Dem. Rep.",NA,"MDG","PRK"
"Malawi","Korea, Dem. Rep.",NA,"MWI","PRK"
"Malaysia","Korea, Dem. Rep.",NA,"MYS","PRK"
"Maldives","Korea, Dem. Rep.",NA,"MDV","PRK"
"Mali","Korea, Dem. Rep.",NA,"MLI","PRK"
"Malta","Korea, Dem. Rep.",NA,"MLT","PRK"
"Marshall Islands","Korea, Dem. Rep.",NA,"MHL","PRK"
"Mauritania","Korea, Dem. Rep.",NA,"MRT","PRK"
"Mauritius","Korea, Dem. Rep.",NA,"MUS","PRK"
"Mayotte","Korea, Dem. Rep.",NA,"MYT","PRK"
"Mexico","Korea, Dem. Rep.",NA,"MEX","PRK"
"Micronesia, Fed. Sts.","Korea, Dem. Rep.",NA,"FSM","PRK"
"Moldova","Korea, Dem. Rep.",NA,"MDA","PRK"
"Monaco","Korea, Dem. Rep.",NA,"MCO","PRK"
"Mongolia","Korea, Dem. Rep.",NA,"MNG","PRK"
"Montenegro","Korea, Dem. Rep.",NA,"MNE","PRK"
"Morocco","Korea, Dem. Rep.",NA,"MAR","PRK"
"Mozambique","Korea, Dem. Rep.",NA,"MOZ","PRK"
"Myanmar","Korea, Dem. Rep.",NA,"MMR","PRK"
"Namibia","Korea, Dem. Rep.",NA,"NAM","PRK"
"Nepal","Korea, Dem. Rep.",NA,"NPL","PRK"
"Netherlands","Korea, Dem. Rep.",NA,"NLD","PRK"
"Netherlands Antilles","Korea, Dem. Rep.",NA,"ANT","PRK"
"New Caledonia","Korea, Dem. Rep.",NA,"NCL","PRK"
"New Zealand","Korea, Dem. Rep.",NA,"NZL","PRK"
"Nicaragua","Korea, Dem. Rep.",NA,"NIC","PRK"
"Niger","Korea, Dem. Rep.",NA,"NER","PRK"
"Nigeria","Korea, Dem. Rep.",NA,"NGA","PRK"
"Northern Mariana Islands","Korea, Dem. Rep.",NA,"MNP","PRK"
"Norway","Korea, Dem. Rep.",NA,"NOR","PRK"
"Oman","Korea, Dem. Rep.",NA,"OMN","PRK"
"Pakistan","Korea, Dem. Rep.",NA,"PAK","PRK"
"Palau","Korea, Dem. Rep.",NA,"PLW","PRK"
"Panama","Korea, Dem. Rep.",NA,"PAN","PRK"
"Papua New Guinea","Korea, Dem. Rep.",NA,"PNG","PRK"
"Paraguay","Korea, Dem. Rep.",NA,"PRY","PRK"
"Peru","Korea, Dem. Rep.",NA,"PER","PRK"
"Philippines","Korea, Dem. Rep.",NA,"PHL","PRK"
"Poland","Korea, Dem. Rep.",NA,"POL","PRK"
"Portugal","Korea, Dem. Rep.",NA,"PRT","PRK"
"Puerto Rico","Korea, Dem. Rep.",NA,"PRI","PRK"
"Qatar","Korea, Dem. Rep.",NA,"QAT","PRK"
"Romania","Korea, Dem. Rep.",NA,"ROU","PRK"
"Russian Federation","Korea, Dem. Rep.",NA,"RUS","PRK"
"Rwanda","Korea, Dem. Rep.",NA,"RWA","PRK"
"Samoa","Korea, Dem. Rep.",NA,"WSM","PRK"
"San Marino","Korea, Dem. Rep.",NA,"SMR","PRK"
"São Tomé and Principe","Korea, Dem. Rep.",NA,"STP","PRK"
"Saudi Arabia","Korea, Dem. Rep.",NA,"SAU","PRK"
"Senegal","Korea, Dem. Rep.",NA,"SEN","PRK"
"Serbia","Korea, Dem. Rep.",NA,"SRB","PRK"
"Seychelles","Korea, Dem. Rep.",NA,"SYC","PRK"
"Sierra Leone","Korea, Dem. Rep.",NA,"SLE","PRK"
"Singapore","Korea, Dem. Rep.",NA,"SGP","PRK"
"Slovak Republic","Korea, Dem. Rep.",NA,"SVK","PRK"
"Slovenia","Korea, Dem. Rep.",NA,"SVN","PRK"
"Solomon Islands","Korea, Dem. Rep.",NA,"SLB","PRK"
"Somalia","Korea, Dem. Rep.",NA,"SOM","PRK"
"South Africa","Korea, Dem. Rep.",NA,"ZAF","PRK"
"Spain","Korea, Dem. Rep.",NA,"ESP","PRK"
"Sri Lanka","Korea, Dem. Rep.",NA,"LKA","PRK"
"St. Kitts and Nevis","Korea, Dem. Rep.",NA,"KNA","PRK"
"St. Lucia","Korea, Dem. Rep.",NA,"LCA","PRK"
"St. Vincent and the Grenadines","Korea, Dem. Rep.",NA,"VCT","PRK"
"Sudan","Korea, Dem. Rep.",NA,"SDN","PRK"
"Suriname","Korea, Dem. Rep.",NA,"SUR","PRK"
"Swaziland","Korea, Dem. Rep.",NA,"SWZ","PRK"
"Sweden","Korea, Dem. Rep.",NA,"SWE","PRK"
"Switzerland","Korea, Dem. Rep.",NA,"CHE","PRK"
"Syrian Arab Republic","Korea, Dem. Rep.",NA,"SYR","PRK"
"Tajikistan","Korea, Dem. Rep.",NA,"TJK","PRK"
"Tanzania","Korea, Dem. Rep.",NA,"TZA","PRK"
"Thailand","Korea, Dem. Rep.",NA,"THA","PRK"
"Timor-Leste","Korea, Dem. Rep.",NA,"TLS","PRK"
"Togo","Korea, Dem. Rep.",NA,"TGO","PRK"
"Tonga","Korea, Dem. Rep.",NA,"TON","PRK"
"Trinidad and Tobago","Korea, Dem. Rep.",NA,"TTO","PRK"
"Tunisia","Korea, Dem. Rep.",NA,"TUN","PRK"
"Turkey","Korea, Dem. Rep.",NA,"TUR","PRK"
"Turkmenistan","Korea, Dem. Rep.",NA,"TKM","PRK"
"Turks and Caicos Islands","Korea, Dem. Rep.",NA,"TCA","PRK"
"Tuvalu","Korea, Dem. Rep.",NA,"TUV","PRK"
"Uganda","Korea, Dem. Rep.",NA,"UGA","PRK"
"Ukraine","Korea, Dem. Rep.",NA,"UKR","PRK"
"United Arab Emirates","Korea, Dem. Rep.",NA,"ARE","PRK"
"United Kingdom","Korea, Dem. Rep.",NA,"GBR","PRK"
"United States","Korea, Dem. Rep.",NA,"USA","PRK"
"Uruguay","Korea, Dem. Rep.",NA,"URY","PRK"
"Uzbekistan","Korea, Dem. Rep.",NA,"UZB","PRK"
